booking_id,customer_name,no_of_ppl,no_of_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,date,total_price
HWA06085,Jeffrey Green,1,1,1,0,Single Room,6/4/2024,80
HWA06086,Ryan Green,1,4,1,0,Single Room,4/27/2024,320
HWA06087,Daniel Lewis,1,3,1,0,Single Room,10/17/2024,240
HWA06088,David White,1,2,1,0,Single Room,5/2/2024,160
HWA06089,Mary Lee,1,1,1,1,Single Room,10/18/2024,80
HWA06090,Jason Moore,1,4,1,0,Single Room,6/12/2024,320
HWA06091,Lisa Robinson,1,1,1,0,Single Room,6/8/2024,80
HWA06092,Sharon Adams,1,2,1,0,Single Room,8/12/2024,160
HWA06093,Andrew Martin,1,1,1,0,Single Room,7/18/2024,80
HWA06094,Christopher Hernandez,1,6,1,0,Single Room,8/27/2023,480
HWA06095,Lisa Thompson,1,2,1,0,Family Room,6/17/2024,460
HWA06096,Henry Johnson,1,3,1,0,Single Room,2/18/2024,240
HWA06097,Henry White,1,2,0,0,Single Room,11/25/2024,100
HWA06098,Brian Green,1,4,1,0,Single Room,7/13/2024,320
HWA06099,Ronald Anderson,1,2,0,1,Single Room,12/24/2023,100
HWA06100,Michelle Lewis,1,3,1,0,Single Room,12/5/2024,240
HWA06101,Donald Adams,1,2,1,0,Single Room,10/16/2023,160
HWA06102,Elizabeth Clark,1,3,1,0,Single Room,5/9/2024,240
HWA06103,Aaron Allen,1,2,1,0,Single Room,5/13/2024,160
HWA06104,Margaret Hill,1,2,1,0,Single Room,5/31/2024,160
HWA06105,Susan Hill,1,1,0,0,Single Room,6/23/2024,50
HWA06106,Peter Scott,1,2,1,0,Deluxe Room,6/2/2024,360
HWA06107,Brian Flores,1,1,1,0,Single Room,3/19/2024,80
HWA06108,Joseph Scott,1,1,0,0,Single Room,6/18/2024,50
HWA06109,Carol Thompson,3,2,1,0,Deluxe Room,9/10/2024,360
HWA06110,Scott Lewis,1,1,1,0,Single Room,4/6/2024,80
HWA06111,Sarah Lee,1,4,1,0,Single Room,9/21/2024,320
HWA06112,Ashley Clark,1,3,1,0,Single Room,3/10/2024,240
HWA06113,Margaret Moore,1,2,1,0,Single Room,6/27/2024,160
HWA06114,Emily Johnson,1,1,1,0,Single Room,11/16/2024,80
HWA06115,Melissa Jackson,1,2,1,0,Single Room,11/13/2024,160
HWA06116,Helen White,1,1,1,0,Single Room,7/30/2024,80
HWA06117,Mark Lewis,2,3,1,0,Deluxe Room,5/5/2024,540
HWA06118,Shirley Wright,1,2,1,0,Single Room,7/9/2023,160
HWA06119,Jennifer Jackson,1,2,1,0,Deluxe Room,8/29/2024,360
HWA06120,Ashley King,1,3,1,0,Single Room,11/9/2024,240
HWA06121,Edward Jackson,1,2,1,0,Single Room,12/2/2024,160
HWA06122,Andrew Jackson,1,1,1,0,Family Room,8/8/2024,230
HWA06123,Jeffrey Lee,1,3,1,0,Single Room,11/3/2024,240
HWA06124,Deborah Anderson,1,2,1,0,Single Room,10/17/2024,160
HWA06125,Samuel Taylor,4,2,1,1,Family Room,12/28/2023,460
HWA06126,Betty Martin,1,5,1,0,Single Room,7/5/2024,400
HWA06127,Linda Thompson,1,3,0,0,Single Room,10/31/2024,150
HWA06128,David Anderson,1,1,1,0,Single Room,12/19/2024,80
HWA06129,Sarah Davis,1,3,1,0,Single Room,3/31/2024,240
HWA06130,Sharon Jones,3,1,1,0,Deluxe Room,4/24/2024,180
HWA06131,Jeffrey Wright,1,7,1,0,Single Room,7/15/2023,560
HWA06132,Linda Harris,1,2,1,0,Single Room,10/5/2024,160
HWA06133,John Hall,1,1,1,0,Single Room,12/5/2023,80
HWA06134,Kimberly Lewis,1,1,0,0,Single Room,9/20/2023,50
HWA06135,Mark Allen,1,9,1,0,Single Room,4/27/2024,720
HWA06136,Patricia Williams,3,5,1,0,Deluxe Room,8/14/2024,900
HWA06137,Betty Davis,1,3,1,0,Single Room,12/1/2024,240
HWA06138,James Brown,4,1,1,0,Family Room,7/29/2024,230
HWA06139,Raymond Davis,1,3,1,0,Single Room,5/5/2024,240
HWA06140,Jeffrey Lopez,1,1,1,0,Single Room,9/21/2024,80
HWA06141,Henry Scott,1,3,1,0,Single Room,8/21/2024,240
HWA06142,Samuel Allen,1,3,1,0,Single Room,7/20/2024,240
HWA06143,Kathleen Scott,1,1,1,0,Single Room,6/3/2024,80
HWA06144,Nancy Thompson,1,3,1,0,Double Room,1/14/2024,390
HWA06145,Julie Lee,2,3,1,0,Deluxe Room,11/17/2024,540
HWA06146,Lisa Clark,1,1,1,0,Single Room,3/11/2024,80
HWA06147,Paul Hill,1,3,1,0,Single Room,9/8/2024,240
HWA06148,Aaron Hill,1,2,1,0,Single Room,1/19/2024,160
HWA06149,Betty Miller,2,3,1,0,Deluxe Room,10/2/2024,540
HWA06150,Joan Williams,1,4,1,0,Deluxe Room,9/25/2024,720
HWA06151,Helen Davis,1,2,0,0,Single Room,11/25/2024,100
HWA06152,Aaron Torres,1,3,1,0,Single Room,11/11/2023,240
HWA06153,Scott Torres,1,11,1,0,Deluxe Room,11/5/2024,1980
HWA06154,Cynthia Martinez,1,2,1,0,Single Room,3/11/2024,160
HWA06155,Karen Clark,1,3,1,0,Single Room,9/26/2024,240
HWA06156,Judith Garcia,1,2,1,0,Single Room,6/24/2024,160
HWA06157,Jessica Moore,1,3,1,0,Deluxe Room,10/26/2024,540
HWA06158,Peter Thomas,1,1,1,0,Single Room,10/10/2023,80
HWA06159,Timothy Anderson,1,1,1,0,Single Room,7/24/2024,80
HWA06160,Jerry Lewis,1,3,1,0,Single Room,3/24/2024,240
HWA06161,Cynthia King,1,2,1,0,Single Room,6/15/2024,160
HWA06162,Ryan Lewis,2,3,1,0,Double Room,3/30/2024,390
HWA06163,Brian Johnson,1,11,1,0,Single Room,8/2/2024,880
HWA06164,Ryan White,1,1,1,0,Single Room,6/8/2024,80
HWA06165,John Adams,1,1,1,0,Single Room,7/13/2024,80
HWA06166,Samuel Hall,1,2,1,0,Single Room,6/15/2024,160
HWA06167,Judith Flores,1,4,1,0,Deluxe Room,7/19/2024,720
HWA06168,Mary White,1,2,1,0,Single Room,4/19/2024,160
HWA06169,Steven Young,1,1,1,0,Deluxe Room,8/22/2024,180
HWA06170,John White,2,2,1,0,Family Room,3/27/2024,460
HWA06171,Sandra Adams,4,4,1,0,Presidential Room,8/22/2024,1120
HWA06172,Kimberly Perez,1,2,0,0,Single Room,9/18/2024,100
HWA06173,James Lee,3,2,1,0,Deluxe Room,1/12/2024,360
HWA06174,Daniel Taylor,1,5,1,0,Single Room,12/6/2024,400
HWA06175,Kevin Jackson,1,2,1,0,Deluxe Room,7/29/2024,360
HWA06176,Jessica Jackson,1,3,1,0,Single Room,11/3/2024,240
HWA06177,Timothy Miller,1,2,1,0,Single Room,8/14/2024,160
HWA06178,Thomas Young,1,1,1,0,Single Room,3/1/2024,80
HWA06179,Cynthia Moore,1,1,1,0,Single Room,10/15/2024,80
HWA06180,Shirley Lee,1,2,1,0,Single Room,6/10/2024,160
HWA06181,Edward Thomas,1,1,1,1,Single Room,7/23/2024,80
HWA06182,Mary Moore,1,3,1,0,Single Room,9/5/2024,240
HWA06183,Anthony Wright,1,1,0,0,Single Room,6/28/2024,50
HWA06184,James Hall,1,1,1,0,Single Room,8/21/2024,80
HWA06185,Donald Brown,1,5,1,0,Single Room,8/23/2024,400
HWA06186,Timothy Rodriguez,1,1,1,0,Family Room,10/6/2024,230
HWA06187,Linda Lewis,2,4,1,0,Deluxe Room,8/24/2024,720
HWA06188,Joshua Clark,2,5,1,0,Deluxe Room,9/2/2023,900
HWA06189,Dennis Rodriguez,2,3,1,0,Deluxe Room,7/18/2024,540
HWA06190,Shirley Miller,2,2,1,0,Deluxe Room,10/7/2024,360
HWA06191,Carol Thomas,1,1,1,0,Single Room,10/1/2024,80
HWA06192,Peter Lopez,1,2,1,0,Single Room,6/17/2024,160
HWA06193,Susan Davis,1,2,1,0,Single Room,3/11/2024,160
HWA06194,Aaron King,1,1,0,0,Single Room,4/9/2024,50
HWA06195,Linda Wilson,1,2,1,0,Single Room,8/14/2023,160
HWA06196,John King,1,3,1,0,Single Room,11/15/2024,240
HWA06197,Karen Hill,1,3,1,0,Single Room,5/30/2024,240
HWA06198,Matthew Hernandez,2,3,1,0,Deluxe Room,7/9/2024,540
HWA06199,Kimberly Hernandez,1,3,1,0,Single Room,3/2/2024,240
HWA06200,Kathleen Adams,1,2,1,0,Single Room,8/24/2024,160
HWA06201,Sarah Lopez,1,1,0,0,Single Room,2/27/2024,50
HWA06202,Mark Harris,1,1,1,0,Single Room,12/27/2024,80
HWA06203,Edward Wilson,4,2,1,0,Family Room,10/31/2024,460
HWA06204,Susan Johnson,1,1,1,1,Single Room,12/5/2023,80
HWA06205,Helen Wright,1,3,1,0,Single Room,1/19/2024,240
HWA06206,Edward Green,1,2,1,0,Deluxe Room,11/13/2024,360
HWA06207,Ryan Perez,1,2,1,0,Single Room,11/20/2024,160
HWA06208,Elizabeth White,2,4,1,1,Family Room,1/13/2024,920
HWA06209,Emily White,1,2,1,0,Single Room,11/6/2024,160
HWA06210,Susan Brown,2,5,1,0,Deluxe Room,5/28/2024,900
HWA06211,Kimberly Adams,1,5,1,0,Deluxe Room,7/11/2024,900
HWA06212,Laura Green,1,2,1,0,Deluxe Room,11/4/2024,360
HWA06213,Amanda Perez,1,2,1,0,Single Room,10/15/2023,160
HWA06214,Stephanie Martinez,1,2,1,0,Single Room,3/11/2024,160
HWA06215,Jeffrey Davis,1,1,1,0,Single Room,7/8/2024,80
HWA06216,Michelle Taylor,1,2,1,0,Single Room,3/20/2024,160
HWA06217,Michael Adams,1,3,1,0,Single Room,11/1/2024,240
HWA06218,Linda King,1,2,1,1,Single Room,9/6/2024,160
HWA06219,Joseph Smith,2,1,1,0,Double Room,1/17/2024,130
HWA06220,Ashley King,3,4,1,0,Deluxe Room,10/26/2023,720
HWA06221,Jason Thomas,3,3,1,0,Deluxe Room,9/20/2024,540
HWA06222,Sarah Flores,1,1,1,0,Single Room,11/17/2023,80
HWA06223,Sharon Hernandez,5,2,1,0,Family Room,8/25/2023,460
HWA06224,Emma Young,1,2,1,0,Single Room,8/14/2023,160
HWA06225,Judith Allen,1,2,0,0,Single Room,9/21/2023,100
HWA06226,Charles Robinson,1,5,0,1,Single Room,8/8/2024,250
HWA06227,Kenneth Taylor,1,2,1,0,Single Room,10/21/2024,160
HWA06228,Kimberly Williams,3,1,1,0,Deluxe Room,8/11/2024,180
HWA06229,Jerry Moore,1,1,1,0,Single Room,3/20/2024,80
HWA06230,Robert Walker,1,3,1,0,Single Room,12/26/2023,240
HWA06231,Ashley Wilson,1,1,0,0,Single Room,9/29/2024,50
HWA06232,Betty Brown,1,3,1,0,Single Room,10/13/2024,240
HWA06233,William Torres,1,1,1,0,Single Room,1/27/2024,80
HWA06234,Karen Flores,1,1,1,0,Single Room,3/13/2024,80
HWA06235,Donald Brown,1,2,1,0,Single Room,9/25/2023,160
HWA06236,Steven Lopez,1,2,1,0,Single Room,5/2/2024,160
HWA06237,Matthew Anderson,1,1,1,0,Single Room,12/10/2024,80
HWA06238,Dorothy Torres,2,3,1,0,Double Room,1/21/2024,390
HWA06239,Joshua Jackson,1,2,1,0,Single Room,10/2/2023,160
HWA06240,Laura Robinson,1,6,1,0,Single Room,6/26/2024,480
HWA06241,Carol Williams,2,2,1,0,Deluxe Room,6/1/2024,360
HWA06242,Daniel Lopez,1,1,1,0,Single Room,10/2/2024,80
HWA06243,Joshua Williams,1,3,1,0,Single Room,5/9/2024,240
HWA06244,Joan Clark,2,4,1,0,Deluxe Room,4/30/2024,720
HWA06245,Karen Thomas,1,1,0,0,Single Room,5/25/2024,50
HWA06246,James Walker,1,2,1,0,Single Room,10/9/2023,160
HWA06247,Robert Robinson,1,4,1,0,Deluxe Room,4/5/2024,720
HWA06248,Henry Lopez,1,1,1,0,Single Room,10/23/2024,80
HWA06249,Melissa Robinson,1,1,0,0,Single Room,3/6/2024,50
HWA06250,Judith Martin,1,3,1,0,Single Room,10/13/2024,240
HWA06251,Joan Martin,1,3,1,0,Single Room,2/17/2024,240
HWA06252,Robert Scott,1,2,0,0,Single Room,10/27/2024,100
HWA06253,Ruth Hernandez,1,1,1,0,Single Room,10/10/2023,80
HWA06254,Jeffrey Torres,1,3,1,0,Single Room,8/9/2024,240
HWA06255,Emily Young,1,3,1,0,Double Room,8/25/2024,390
HWA06256,Cynthia Hill,1,4,1,0,Single Room,8/30/2024,320
HWA06257,Susan Thompson,1,1,1,0,Single Room,12/3/2024,80
HWA06258,Mary Lopez,1,2,1,0,Single Room,10/6/2024,160
HWA06259,Susan Robinson,1,3,1,0,Single Room,3/15/2024,240
HWA06260,Scott King,1,1,1,0,Single Room,12/26/2023,80
HWA06261,Jennifer Garcia,3,4,1,0,Deluxe Room,10/14/2023,720
HWA06262,Andrew Smith,1,1,1,0,Deluxe Room,6/11/2024,180
HWA06263,George Walker,2,1,1,0,Deluxe Room,4/27/2024,180
HWA06264,Patricia Wright,1,1,1,0,Single Room,8/22/2024,80
HWA06265,Dorothy Thomas,2,2,1,0,Family Room,2/5/2024,460
HWA06266,Steven Smith,1,3,1,0,Deluxe Room,3/28/2024,540
HWA06267,Shirley White,1,1,0,0,Single Room,9/15/2024,50
HWA06268,Robert Martin,1,3,1,0,Single Room,5/12/2024,240
HWA06269,Kathleen Martin,2,3,1,0,Deluxe Room,10/30/2024,540
HWA06270,Timothy Williams,1,5,1,0,Single Room,8/17/2023,400
HWA06271,Joseph Hill,1,2,1,0,Single Room,8/26/2024,160
HWA06272,Melissa Allen,1,3,1,0,Single Room,5/2/2024,240
HWA06273,Jessica Clark,1,2,1,0,Single Room,10/19/2024,160
HWA06274,Henry King,1,3,0,0,Single Room,12/20/2024,150
HWA06275,Carol Young,1,2,1,0,Single Room,1/19/2024,160
HWA06276,Thomas Johnson,1,3,1,0,Family Room,8/4/2024,690
HWA06277,Betty Flores,1,2,1,0,Single Room,8/8/2024,160
HWA06278,Daniel Brown,1,5,1,0,Single Room,3/28/2024,400
HWA06279,Jessica Martinez,1,1,0,0,Single Room,11/17/2024,50
HWA06280,Mark Williams,1,1,1,0,Single Room,10/30/2023,80
HWA06281,Julie Scott,1,3,1,0,Single Room,12/20/2024,240
HWA06282,Mary Jones,2,3,1,0,Deluxe Room,3/10/2024,540
HWA06283,James Martinez,1,2,1,0,Single Room,7/1/2023,160
HWA06284,Melissa Allen,2,1,1,0,Deluxe Room,10/29/2024,180
HWA06285,John Johnson,1,2,1,0,Single Room,8/18/2024,160
HWA06286,Mary Lee,1,1,0,0,Single Room,3/8/2024,50
HWA06287,Stephanie Thompson,1,2,1,0,Single Room,6/20/2024,160
HWA06288,Paul Lee,1,1,1,0,Single Room,3/16/2024,80
HWA06289,Gregory Adams,1,1,1,0,Single Room,2/9/2024,80
HWA06290,Timothy Hill,1,3,1,0,Single Room,7/12/2024,240
HWA06291,Henry Hernandez,1,3,0,0,Single Room,12/26/2024,150
HWA06292,Dennis Anderson,1,4,1,0,Single Room,4/26/2024,320
HWA06293,Scott Wilson,1,3,0,0,Single Room,12/15/2024,150
HWA06294,Stephanie Green,1,3,1,0,Single Room,6/2/2024,240
HWA06295,Elizabeth Jones,5,1,1,0,Family Room,5/19/2024,230
HWA06296,Timothy Jackson,1,3,1,0,Single Room,9/21/2024,240
HWA06297,Linda Williams,1,1,1,0,Deluxe Room,2/28/2024,180
HWA06298,Sarah Clark,2,2,1,0,Deluxe Room,8/17/2024,360
HWA06299,Charles Scott,1,1,0,0,Single Room,8/20/2024,50
HWA06300,Timothy White,1,2,1,0,Single Room,2/27/2024,160
HWA06301,Aaron Scott,1,1,1,0,Single Room,10/23/2024,80
HWA06302,Stephanie Moore,1,3,1,0,Single Room,6/21/2024,240
HWA06303,Gregory Davis,1,1,1,0,Single Room,8/31/2024,80
HWA06304,Sharon Hill,1,3,0,0,Single Room,7/14/2024,150
HWA06305,Stephanie Williams,1,2,1,0,Single Room,8/1/2024,160
HWA06306,Jessica King,1,1,1,0,Single Room,10/2/2024,80
HWA06307,Ashley Allen,1,4,0,0,Single Room,4/12/2024,200
HWA06308,Gregory Miller,1,2,1,0,Single Room,6/21/2024,160
HWA06309,Robert Allen,1,1,1,0,Single Room,7/5/2024,80
HWA06310,Dennis Robinson,2,3,1,0,Deluxe Room,9/5/2024,540
HWA06311,Ruth Thompson,1,3,1,0,Single Room,10/12/2024,240
HWA06312,Betty Johnson,1,2,1,0,Single Room,9/12/2023,160
HWA06313,Deborah Garcia,1,1,1,0,Single Room,12/11/2024,80
HWA06314,Sharon Green,1,2,0,0,Single Room,5/9/2024,100
HWA06315,Karen Thompson,1,3,1,0,Single Room,10/13/2024,240
HWA06316,Donald Lee,1,2,1,0,Single Room,10/5/2024,160
HWA06317,Dorothy Lopez,2,5,1,0,Deluxe Room,8/2/2024,900
HWA06318,George Smith,1,2,1,0,Single Room,5/13/2024,160
HWA06319,Jessica Miller,1,1,1,0,Deluxe Room,4/6/2024,180
HWA06320,William Young,1,5,1,0,Deluxe Room,12/28/2023,900
HWA06321,Joseph Martin,1,1,0,0,Single Room,10/2/2024,50
HWA06322,Matthew Davis,1,1,1,0,Single Room,9/21/2023,80
HWA06323,Rebecca Hall,1,1,1,0,Single Room,1/28/2024,80
HWA06324,Shirley Allen,1,2,1,0,Single Room,4/17/2024,160
HWA06325,Gregory Hill,1,2,0,0,Single Room,6/8/2024,100
HWA06326,Helen Hernandez,1,2,1,0,Single Room,9/15/2024,160
HWA06327,John Davis,1,2,1,0,Single Room,12/18/2023,160
HWA06328,Michael Wright,1,2,0,0,Single Room,10/18/2024,100
HWA06329,Christopher Lopez,1,1,0,0,Single Room,8/13/2024,50
HWA06330,Stephanie Lewis,2,1,1,0,Deluxe Room,4/20/2024,180
HWA06331,Sharon Adams,1,2,1,1,Single Room,5/23/2024,160
HWA06332,Linda Adams,1,1,1,0,Single Room,8/15/2024,80
HWA06333,Melissa Taylor,1,1,1,0,Single Room,5/22/2024,80
HWA06334,Andrew Hall,1,6,1,0,Single Room,8/30/2024,480
HWA06335,Raymond Perez,3,3,1,0,Deluxe Room,1/28/2024,540
HWA06336,Sandra Harris,1,5,1,0,Double Room,4/2/2024,650
HWA06337,Judith White,1,1,1,0,Single Room,4/24/2024,80
HWA06338,Donald Green,1,11,1,0,Single Room,9/7/2024,880
HWA06339,John Clark,1,1,1,0,Single Room,1/3/2024,80
HWA06340,Joseph Williams,1,1,1,0,Single Room,10/31/2024,80
HWA06341,Charles Harris,1,1,1,0,Single Room,1/2/2024,80
HWA06342,Sarah Johnson,1,1,1,0,Single Room,7/11/2023,80
HWA06343,Patricia Lee,1,1,1,0,Single Room,2/28/2024,80
HWA06344,Jessica Walker,1,2,1,0,Deluxe Room,3/18/2024,360
HWA06345,Jessica Thomas,1,1,0,0,Single Room,10/29/2024,50
HWA06346,Linda Young,1,1,1,0,Single Room,12/8/2023,80
HWA06347,Kevin Young,1,2,1,0,Single Room,10/3/2024,160
HWA06348,Dennis Flores,1,1,0,0,Single Room,11/18/2024,50
HWA06349,William Green,1,4,1,0,Single Room,8/31/2024,320
HWA06350,Helen Hill,1,1,1,0,Single Room,4/6/2024,80
HWA06351,Paul Green,1,3,1,0,Single Room,12/26/2023,240
HWA06352,Donald Martinez,1,2,1,0,Single Room,11/20/2023,160
HWA06353,Amanda Thomas,1,1,0,0,Single Room,8/27/2024,50
HWA06354,Mark Robinson,1,2,0,0,Single Room,10/31/2024,100
HWA06355,Nancy Miller,1,1,1,0,Single Room,10/23/2024,80
HWA06356,Julie Torres,1,1,0,0,Single Room,3/12/2024,50
HWA06357,Stephanie Lewis,1,2,1,0,Single Room,10/14/2024,160
HWA06358,Judith Williams,3,3,1,0,Deluxe Room,8/24/2024,540
HWA06359,Carol Green,1,2,1,0,Deluxe Room,5/27/2024,360
HWA06360,Kimberly Clark,1,4,1,0,Double Room,7/28/2024,520
HWA06361,Carol Perez,1,2,1,0,Single Room,11/18/2024,160
HWA06362,Mary Miller,1,2,1,0,Single Room,10/7/2024,160
HWA06363,Ronald Flores,1,1,1,0,Single Room,9/11/2024,80
HWA06364,Anthony Scott,1,4,1,0,Single Room,3/22/2024,320
HWA06365,Ashley Torres,1,1,1,0,Single Room,6/12/2024,80
HWA06366,Scott Davis,1,1,1,0,Single Room,4/6/2024,80
HWA06367,Dorothy Walker,1,2,1,0,Single Room,11/25/2024,160
HWA06368,Michelle Green,1,1,0,0,Single Room,6/9/2024,50
HWA06369,Charles Harris,2,1,1,0,Double Room,8/27/2024,130
HWA06370,Ronald Flores,1,4,1,0,Single Room,7/6/2024,320
HWA06371,Scott Anderson,1,2,1,0,Single Room,5/17/2024,160
HWA06372,Christopher Thompson,1,1,1,0,Single Room,2/28/2024,80
HWA06373,Kimberly Harris,3,2,1,0,Deluxe Room,10/5/2024,360
HWA06374,Sarah Flores,1,2,1,0,Single Room,9/16/2024,160
HWA06375,Edward Robinson,3,9,1,0,Deluxe Room,3/15/2024,1620
HWA06376,James Martinez,1,1,1,0,Deluxe Room,10/29/2024,180
HWA06377,Charles Harris,1,3,0,0,Single Room,6/21/2024,150
HWA06378,Cynthia Lopez,1,3,1,0,Single Room,7/10/2023,240
HWA06379,Kimberly Wright,1,1,1,0,Deluxe Room,4/30/2024,180
HWA06380,Joseph Walker,1,2,0,0,Single Room,12/1/2024,100
HWA06381,Margaret King,2,5,1,0,Presidential Room,10/4/2024,1400
HWA06382,Karen Taylor,1,1,0,0,Single Room,5/8/2024,50
HWA06383,Jessica Perez,1,3,1,0,Single Room,5/24/2024,240
HWA06384,Mark Brown,1,4,1,0,Double Room,4/18/2024,520
HWA06385,Jerry Scott,1,1,1,0,Single Room,9/4/2024,80
HWA06386,Anthony Garcia,1,3,0,1,Single Room,3/24/2024,150
HWA06387,Thomas Lewis,1,2,1,0,Single Room,2/14/2024,160
HWA06388,Donald Garcia,3,2,1,0,Deluxe Room,12/11/2023,360
HWA06389,Julie Taylor,1,1,0,0,Single Room,10/9/2024,50
HWA06390,Steven Garcia,1,4,1,0,Single Room,6/29/2024,320
HWA06391,Shirley Jones,1,3,1,0,Single Room,11/17/2024,240
HWA06392,Paul Walker,1,3,1,0,Single Room,5/5/2024,240
HWA06393,Lisa Robinson,1,4,1,0,Deluxe Room,3/23/2024,720
HWA06394,Nancy Jackson,1,3,1,0,Single Room,10/25/2024,240
HWA06395,Deborah Martinez,1,3,1,0,Single Room,5/13/2024,240
HWA06396,David Flores,1,3,1,0,Single Room,6/9/2024,240
HWA06397,Aaron Hill,1,1,1,0,Single Room,8/12/2024,80
HWA06398,Mark Adams,1,3,1,0,Single Room,12/14/2023,240
HWA06399,Ashley Miller,2,1,1,0,Deluxe Room,9/11/2024,180
HWA06400,Frank Rodriguez,3,2,1,1,Deluxe Room,8/11/2024,360
HWA06401,Elizabeth Clark,1,1,1,0,Single Room,5/9/2024,80
HWA06402,Laura Clark,1,1,1,0,Single Room,3/23/2024,80
HWA06403,Karen Lee,1,4,0,0,Single Room,10/12/2024,200
HWA06404,James Hill,1,1,0,0,Single Room,12/17/2024,50
HWA06405,Raymond Miller,1,3,0,0,Single Room,3/30/2024,150
HWA06406,Julie Torres,3,2,1,0,Family Room,5/25/2024,460
HWA06407,Sarah Perez,1,1,1,0,Single Room,2/23/2024,80
HWA06408,Kevin Flores,1,6,1,0,Single Room,7/18/2024,480
HWA06409,Daniel Hernandez,1,2,1,0,Single Room,7/14/2024,160
HWA06410,Peter Torres,1,1,0,0,Single Room,9/11/2024,50
HWA06411,Charles Thompson,1,4,1,0,Single Room,9/21/2024,320
HWA06412,Samuel Anderson,1,2,1,0,Single Room,10/28/2024,160
HWA06413,Scott Davis,1,3,1,0,Single Room,6/7/2024,240
HWA06414,Ruth Taylor,1,2,0,0,Single Room,8/23/2024,100
HWA06415,Anthony Williams,1,1,1,0,Single Room,10/5/2023,80
HWA06416,Laura King,1,1,0,0,Single Room,4/3/2024,50
HWA06417,Kevin Miller,1,1,1,0,Single Room,8/1/2023,80
HWA06418,Elizabeth Martinez,3,3,1,0,Deluxe Room,4/25/2024,540
HWA06419,Dennis Walker,1,1,1,0,Deluxe Room,4/2/2024,180
HWA06420,Emma Green,1,1,1,0,Single Room,7/23/2024,80
HWA06421,Michael Walker,2,3,1,1,Deluxe Room,10/27/2024,540
HWA06422,Julie Hall,1,5,1,0,Single Room,7/27/2024,400
HWA06423,Kevin Johnson,1,1,1,0,Single Room,10/10/2024,80
HWA06424,Michael Wilson,2,4,1,0,Double Room,10/24/2023,520
HWA06425,Robert King,1,1,1,0,Single Room,9/20/2023,80
HWA06426,Scott Garcia,1,1,1,0,Single Room,6/5/2024,80
HWA06427,Melissa Clark,1,2,1,0,Single Room,9/13/2024,160
HWA06428,Ronald Adams,1,3,1,0,Single Room,8/23/2024,240
HWA06429,Ronald Davis,5,1,1,0,Family Room,6/27/2024,230
HWA06430,Jason Lee,1,2,1,0,Single Room,5/15/2024,160
HWA06431,David Anderson,1,5,1,0,Single Room,8/31/2023,400
HWA06432,Julie Adams,3,3,1,0,Deluxe Room,3/27/2024,540
HWA06433,Michael Perez,3,2,1,0,Deluxe Room,10/2/2024,360
HWA06434,Mark Smith,1,2,1,0,Single Room,5/20/2024,160
HWA06435,Thomas Brown,1,1,0,0,Single Room,4/5/2024,50
HWA06436,Emily Lopez,1,2,1,0,Single Room,6/6/2024,160
HWA06437,Sharon Allen,1,3,1,0,Single Room,11/3/2024,240
HWA06438,Emily Smith,1,1,0,0,Single Room,7/17/2024,50
HWA06439,Kathleen Lopez,1,3,1,0,Single Room,12/15/2024,240
HWA06440,Melissa Davis,1,2,1,0,Single Room,12/17/2023,160
HWA06441,Christopher Perez,3,2,1,0,Deluxe Room,6/9/2024,360
HWA06442,Jeffrey Lee,1,2,1,0,Single Room,6/24/2024,160
HWA06443,Robert Thomas,1,1,1,0,Single Room,6/6/2024,80
HWA06444,Scott Rodriguez,3,4,1,0,Deluxe Room,9/7/2024,720
HWA06445,Shirley Miller,1,1,1,0,Single Room,9/5/2023,80
HWA06446,Peter Rodriguez,1,4,1,0,Single Room,10/5/2024,320
HWA06447,Anthony Adams,1,2,1,0,Single Room,3/11/2024,160
HWA06448,Patricia Rodriguez,3,1,1,0,Deluxe Room,11/26/2024,180
HWA06449,Daniel Green,1,3,0,0,Single Room,12/24/2024,150
HWA06450,Joshua Harris,2,2,1,0,Family Room,12/4/2023,460
HWA06451,Nancy Flores,2,2,1,0,Deluxe Room,9/16/2024,360
HWA06452,Kimberly Wright,1,2,0,0,Single Room,5/22/2024,100
HWA06453,Joseph Harris,1,1,1,0,Single Room,3/10/2024,80
HWA06454,Brian Adams,1,1,0,0,Single Room,8/2/2024,50
HWA06455,Amanda King,1,3,1,0,Single Room,6/7/2024,240
HWA06456,Paul Jones,1,1,1,0,Single Room,10/15/2024,80
HWA06457,Julie Martin,1,1,1,0,Single Room,11/7/2024,80
HWA06458,Jessica Lopez,1,1,0,0,Single Room,7/2/2024,50
HWA06459,Donna Wright,1,2,0,0,Single Room,4/15/2024,100
HWA06460,Jason Allen,1,1,1,0,Single Room,1/3/2024,80
HWA06461,Kathleen Lopez,2,5,1,0,Deluxe Room,5/24/2024,900
HWA06462,Thomas Brown,1,2,1,0,Single Room,8/5/2024,160
HWA06463,Anthony Wilson,1,2,0,0,Single Room,11/17/2024,100
HWA06464,Rebecca Thomas,1,2,1,0,Single Room,3/3/2024,160
HWA06465,Margaret Smith,1,1,1,0,Single Room,10/16/2023,80
HWA06466,Joshua Lee,1,2,1,0,Single Room,7/21/2024,160
HWA06467,Joshua Hill,2,4,1,0,Deluxe Room,12/7/2024,720
